League,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,PlSqu
Liga MX,Santos Laguna,Salvador Mariscal,mx MEX,MF,21.0,16.0,762.0,730.0,31.0,30.0,1.0,8.0,0,0.0,0.0,0.0,0.0,0.0,677.0,1.0,3.0,Salvador MariscalSantos Laguna
Liga MX,Santos Laguna,Jordan Carrillo,mx MEX,"MF,FW",22.0,15.4,795.0,712.0,83.0,39.0,2.0,10.0,76,6.0,35.0,13.0,19.0,0.0,647.0,0.0,16.0,Jordan CarrilloSantos Laguna
Liga MX,Santos Laguna,Anthony Lozano,hn HON,FW,31.0,13.8,216.0,183.0,30.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,142.0,3.0,9.0,Anthony LozanoSantos Laguna
Liga MX,Santos Laguna,Santiago Munoz,mx MEX,"FW,MF",21.0,13.6,349.0,327.0,21.0,5.0,1.0,2.0,5,4.0,0.0,0.0,0.0,0.0,301.0,1.0,4.0,Santiago MunozSantos Laguna
Liga MX,Santos Laguna,Edson Gutierrez,mx MEX,DF,28.0,11.7,608.0,574.0,32.0,23.0,0.0,5.0,0,5.0,0.0,0.0,0.0,0.0,528.0,2.0,4.0,Edson GutierrezSantos Laguna
Liga MX,Santos Laguna,Jonathan Perez,mx MEX,DF,18.0,10.9,534.0,489.0,44.0,14.0,0.0,5.0,3,24.0,0.0,0.0,0.0,0.0,432.0,1.0,7.0,Jonathan PerezSantos Laguna
Liga MX,Santos Laguna,Santiago Naveda,mx MEX,MF,23.0,10.5,327.0,315.0,11.0,9.0,1.0,6.0,0,2.0,0.0,0.0,0.0,0.0,285.0,1.0,6.0,Santiago NavedaSantos Laguna
Liga MX,Santos Laguna,Ismael Govea,mx MEX,DF,27.0,11.2,572.0,508.0,63.0,13.0,0.0,21.0,14,45.0,0.0,0.0,0.0,0.0,465.0,1.0,8.0,Ismael GoveaSantos Laguna
Liga MX,Santos Laguna,Tahiel Jimenez,mx MEX,"FW,MF",18.0,10.7,199.0,172.0,27.0,2.0,2.0,0.0,0,3.0,0.0,0.0,0.0,0.0,153.0,0.0,5.0,Tahiel JimenezSantos Laguna
Liga MX,Santos Laguna,Santiago Nunez,ar ARG,DF,24.0,8.8,433.0,414.0,18.0,12.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,357.0,1.0,4.0,Santiago NunezSantos Laguna
Liga MX,Santos Laguna,Cristian Dajome,co COL,"FW,MF",30.0,7.6,159.0,148.0,9.0,2.0,0.0,1.0,15,6.0,1.0,0.0,0.0,0.0,108.0,2.0,13.0,Cristian DajomeSantos Laguna
Liga MX,Santos Laguna,Pedro Aquino,pe PER,MF,29.0,7.4,457.0,424.0,33.0,32.0,0.0,5.0,2,1.0,0.0,0.0,0.0,0.0,398.0,0.0,6.0,Pedro AquinoSantos Laguna
Liga MX,Santos Laguna,Bruno Barticciotto,cl CHI,FW,23.0,7.4,162.0,140.0,22.0,0.0,1.0,2.0,1,6.0,0.0,0.0,0.0,0.0,115.0,0.0,6.0,Bruno BarticciottoSantos Laguna
Liga MX,Santos Laguna,Franco Fagundez,uy URU,"MF,FW",24.0,9.1,548.0,457.0,90.0,28.0,1.0,11.0,77,7.0,54.0,31.0,21.0,0.0,403.0,1.0,7.0,Franco FagundezSantos Laguna
Liga MX,Santos Laguna,Diego Medina,mx MEX,"FW,DF",23.0,6.3,220.0,192.0,26.0,2.0,0.0,2.0,18,24.0,0.0,0.0,0.0,0.0,161.0,2.0,8.0,Diego MedinaSantos Laguna
Liga MX,Santos Laguna,Luis Gutierrez Castellanos,mx MEX,MF,22.0,6.0,249.0,234.0,14.0,12.0,0.0,3.0,2,2.0,0.0,0.0,0.0,0.0,224.0,1.0,2.0,Luis Gutierrez CastellanosSantos Laguna
Liga MX,Santos Laguna,Stephano Carrillo,mx MEX,"FW,MF",18.0,4.5,102.0,91.0,11.0,1.0,0.0,1.0,2,1.0,0.0,0.0,0.0,0.0,74.0,0.0,3.0,Stephano CarrilloSantos Laguna
Liga MX,Santos Laguna,Guillermo Munoz,mx MEX,"DF,FW",19.0,3.7,140.0,125.0,15.0,1.0,0.0,1.0,15,13.0,1.0,0.0,0.0,0.0,94.0,0.0,4.0,Guillermo MunozSantos Laguna
Liga MX,Santos Laguna,Vladimir Lorona,mx MEX,"DF,FW",25.0,2.7,127.0,99.0,28.0,7.0,0.0,0.0,2,21.0,0.0,0.0,0.0,0.0,104.0,0.0,2.0,Vladimir LoronaSantos Laguna
Liga MX,Santos Laguna,Ronaldo Prieto,mx MEX,DF,27.0,2.3,97.0,73.0,24.0,8.0,0.0,3.0,4,14.0,2.0,0.0,2.0,0.0,65.0,0.0,2.0,Ronaldo PrietoSantos Laguna
Liga MX,Santos Laguna,Luis Espinoza,mx MEX,"DF,FW",20.0,1.8,74.0,62.0,12.0,0.0,0.0,1.0,1,12.0,0.0,0.0,0.0,0.0,58.0,0.0,4.0,Luis EspinozaSantos Laguna
Liga MX,Santos Laguna,Alan Cervantes,mx MEX,MF,26.0,1.0,54.0,52.0,2.0,2.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,Alan CervantesSantos Laguna
Liga MX,Santos Laguna,Hector Holguin,mx MEX,GK,23.0,1.0,46.0,35.0,11.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,Hector HolguinSantos Laguna
Liga MX,Santos Laguna,Hugo Isaac Rodriguez,mx MEX,DF,34.0,0.8,28.0,27.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,Hugo Isaac RodriguezSantos Laguna
Liga MX,Santos Laguna,Emilio Santillan,mx MEX,DF,20.0,0.8,46.0,32.0,14.0,4.0,0.0,0.0,1,10.0,0.0,0.0,0.0,0.0,39.0,0.0,1.0,Emilio SantillanSantos Laguna
Liga MX,Santos Laguna,Jose Juan Macias,mx MEX,"FW,MF",24.0,0.6,9.0,8.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,Jose Juan MaciasSantos Laguna
Liga MX,Santos Laguna,Luis Gomez,mx MEX,"DF,FW",17.0,0.3,17.0,16.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,Luis GomezSantos Laguna
Liga MX,Santos Laguna,Ronaldo Rubio,mx MEX,MF,20.0,0.2,6.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,Ronaldo RubioSantos Laguna
Liga MX,Santos Laguna,Mario Cordero,mx MEX,FW,20.0,0.1,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Mario CorderoSantos Laguna
Liga MX,Santos Laguna,Hector Carranza,mx MEX,MF,20.0,0.1,5.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Hector CarranzaSantos Laguna
Liga MX,Santos Laguna,Juan Tejeda,mx MEX,DF,20.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Juan TejedaSantos Laguna
Liga MX,Santos Laguna,Opponent Total,,,27.0,34.0,16332.0,14529.0,1729.0,417.0,30.0,135.0,702,752.0,215.0,72.0,90.0,0.0,13243.0,74.0,290.0,Opponent TotalSantos Laguna
Argentine Primera División,Rosario Central,Agustin Sandez,py PAR,DF,24-141,14.5,705.0,534.0,169.0,14.0,0.0,2.0,18,155.0,0.0,0.0,0.0,0.0,541.0,2.0,24.0,Agustin SandezRosario Central
Argentine Primera División,Rosario Central,Jorge Broun,ar ARG,GK,39-011,14.0,392.0,210.0,180.0,41.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,292.0,2.0,0.0,Jorge BrounRosario Central
Argentine Primera División,Rosario Central,Franco Ibarra,ar ARG,MF,24-039,13.5,485.0,472.0,11.0,9.0,0.0,4.0,3,2.0,0.0,0.0,0.0,0.0,376.0,2.0,4.0,Franco IbarraRosario Central
Argentine Primera División,Rosario Central,Carlos Quintana,ar ARG,DF,37-115,12.2,393.0,380.0,13.0,12.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,Carlos QuintanaRosario Central
Argentine Primera División,Rosario Central,Emanuel Coronel,ar ARG,DF,28-125,12.9,543.0,408.0,133.0,10.0,0.0,2.0,16,123.0,0.0,0.0,0.0,0.0,375.0,2.0,22.0,Emanuel CoronelRosario Central
Argentine Primera División,Rosario Central,Enzo Copetti,ar ARG,FW,29-141,12.5,240.0,222.0,18.0,1.0,1.0,1.0,4,0.0,0.0,0.0,0.0,0.0,140.0,0.0,13.0,Enzo CopettiRosario Central
Argentine Primera División,Rosario Central,Victor Malcorra,ar ARG,MF,37-317,11.8,455.0,395.0,54.0,17.0,1.0,3.0,66,3.0,34.0,8.0,22.0,0.0,299.0,6.0,21.0,Victor MalcorraRosario Central
Argentine Primera División,Rosario Central,Federico Navarro,ar ARG,MF,25-089,11.2,424.0,410.0,13.0,11.0,0.0,5.0,4,1.0,0.0,0.0,0.0,0.0,368.0,1.0,4.0,Federico NavarroRosario Central
Argentine Primera División,Rosario Central,Jaminton Campaz,co COL,"FW,MF",25-013,9.7,389.0,367.0,19.0,1.0,0.0,2.0,39,15.0,3.0,1.0,0.0,0.0,263.0,3.0,28.0,Jaminton CampazRosario Central
Argentine Primera División,Rosario Central,Gaspar Duarte,ar ARG,"FW,MF",22-151,8.2,149.0,144.0,3.0,1.0,0.0,1.0,18,1.0,1.0,0.0,0.0,0.0,97.0,2.0,13.0,Gaspar DuarteRosario Central
Argentine Primera División,Rosario Central,Facundo Mallo,uy URU,DF,30-141,8.1,316.0,302.0,14.0,14.0,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,257.0,0.0,1.0,Facundo MalloRosario Central
Argentine Primera División,Rosario Central,Juan Cruz Komar,ar ARG,DF,28-297,7.7,309.0,293.0,14.0,14.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,243.0,2.0,1.0,Juan Cruz KomarRosario Central
Argentine Primera División,Rosario Central,Santiago Lopez,ar ARG,"FW,MF",19-117,5.8,166.0,166.0,0.0,0.0,1.0,0.0,7,0.0,0.0,0.0,0.0,0.0,109.0,0.0,13.0,Santiago LopezRosario Central
Argentine Primera División,Rosario Central,Laurtaro Giaccone,ar ARG,"FW,MF",24-125,5.8,201.0,190.0,10.0,5.0,3.0,6.0,23,1.0,4.0,1.0,2.0,0.0,133.0,1.0,4.0,Laurtaro GiacconeRosario Central
Argentine Primera División,Rosario Central,Enzo Gimenez,py PAR,"DF,MF",27-109,3.9,200.0,172.0,27.0,3.0,0.0,1.0,24,22.0,2.0,0.0,2.0,0.0,137.0,1.0,13.0,Enzo GimenezRosario Central
Argentine Primera División,Rosario Central,Maximiliano Lovera,ar ARG,"MF,FW",26-089,3.8,154.0,128.0,24.0,5.0,0.0,0.0,25,1.0,18.0,3.0,14.0,0.0,105.0,2.0,2.0,Maximiliano LoveraRosario Central
Argentine Primera División,Rosario Central,Sebastian Ferreira,py PAR,FW,27-113,3.4,56.0,49.0,7.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,38.0,0.0,2.0,Sebastian FerreiraRosario Central
Argentine Primera División,Rosario Central,Juan Gimenez,ar ARG,DF,19-040,2.7,118.0,110.0,7.0,5.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,102.0,1.0,0.0,Juan GimenezRosario Central
Argentine Primera División,Rosario Central,Santiago Segovia,ar ARG,MF,18-072,2.3,90.0,74.0,15.0,7.0,1.0,1.0,14,1.0,7.0,2.0,4.0,0.0,61.0,1.0,1.0,Santiago SegoviaRosario Central
Argentine Primera División,Rosario Central,Tomas O'Connor,ar ARG,MF,21-073,2.4,92.0,89.0,3.0,1.0,1.0,0.0,3,1.0,1.0,0.0,1.0,0.0,71.0,0.0,5.0,Tomas O'ConnorRosario Central
Argentine Primera División,Rosario Central,Agustin Bravo,ar ARG,"DF,FW",24-026,2.2,67.0,62.0,5.0,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,2.0,Agustin BravoRosario Central
Argentine Primera División,Rosario Central,Axel Werner,ar ARG,GK,29-098,2.0,43.0,21.0,22.0,7.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,Axel WernerRosario Central
Argentine Primera División,Rosario Central,Augusto Solari,ar ARG,"MF,FW",33-154,2.3,79.0,78.0,1.0,1.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,54.0,0.0,3.0,Augusto SolariRosario Central
Argentine Primera División,Rosario Central,Juan Manuel Elordi,ar ARG,DF,30-289,1.6,100.0,82.0,18.0,2.0,0.0,0.0,1,16.0,0.0,0.0,0.0,0.0,75.0,0.0,1.0,Juan Manuel ElordiRosario Central
Argentine Primera División,Rosario Central,Jonathan David Gomez,ar ARG,MF,35-167,0.8,42.0,40.0,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,1.0,Jonathan David GomezRosario Central
Argentine Primera División,Rosario Central,Kevin Ortiz,ar ARG,MF,24-261,0.8,35.0,34.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,Kevin OrtizRosario Central
Argentine Primera División,Rosario Central,Luca Martinez,mx MEX,FW,24-140,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luca MartinezRosario Central
Argentine Primera División,Rosario Central,Giovanni Cantizano,ar ARG,FW,18-077,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Giovanni CantizanoRosario Central
Argentine Primera División,Rosario Central,Opponent Total,,,27.9,16.0,6061.0,5235.0,811.0,215.0,8.0,42.0,356,346.0,83.0,27.0,47.0,0.0,4432.0,15.0,146.0,Opponent TotalRosario Central
Argentine Primera División,Argentinos Juniors,Diego Matias Rodriguez,ar ARG,GK,35-346,16.0,526.0,402.0,123.0,31.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,402.0,1.0,0.0,Diego Matias RodriguezArgentinos Juniors
Argentine Primera División,Argentinos Juniors,Francisco Alvarez,ar ARG,DF,25-100,15.9,961.0,919.0,41.0,25.0,0.0,9.0,4,4.0,0.0,0.0,0.0,0.0,845.0,1.0,8.0,Francisco AlvarezArgentinos Juniors
Argentine Primera División,Argentinos Juniors,Leandro Lozano,uy URU,DF,26-169,15.5,960.0,794.0,164.0,10.0,0.0,5.0,65,151.0,3.0,0.0,3.0,0.0,747.0,2.0,19.0,Leandro LozanoArgentinos Juniors
Argentine Primera División,Argentinos Juniors,Alan Lescano,ar ARG,"MF,FW",23-207,14.9,689.0,657.0,32.0,24.0,0.0,10.0,9,6.0,2.0,0.0,2.0,0.0,579.0,0.0,16.0,Alan LescanoArgentinos Juniors
Argentine Primera División,Argentinos Juniors,Tomas Molina,ar ARG,FW,30-055,12.9,287.0,258.0,25.0,0.0,0.0,3.0,6,4.0,0.0,0.0,0.0,0.0,200.0,4.0,7.0,Tomas MolinaArgentinos Juniors
Argentine Primera División,Argentinos Juniors,Nicolas Oroz,ar ARG,MF,31-066,12.9,804.0,727.0,76.0,32.0,0.0,11.0,63,4.0,40.0,6.0,31.0,0.0,667.0,1.0,12.0,Nicolas OrozArgentinos Juniors
Argentine Primera División,Argentinos Juniors,Erik Godoy,ar ARG,DF,31-294,14.3,786.0,760.0,23.0,22.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,691.0,3.0,1.0,Erik GodoyArgentinos Juniors
Argentine Primera División,Argentinos Juniors,Federico Fattori,ar ARG,MF,32-319,13.2,950.0,914.0,31.0,29.0,0.0,5.0,4,2.0,0.0,0.0,0.0,0.0,840.0,5.0,9.0,Federico FattoriArgentinos Juniors
Argentine Primera División,Argentinos Juniors,Alan Rodriguez,uy URU,"MF,FW",25-132,12.9,559.0,510.0,48.0,14.0,1.0,1.0,64,5.0,29.0,6.0,20.0,0.0,412.0,1.0,22.0,Alan RodriguezArgentinos Juniors
Argentine Primera División,Argentinos Juniors,Jose Herrera,ar ARG,"FW,MF",20-104,10.5,373.0,370.0,1.0,0.0,0.0,4.0,32,1.0,0.0,0.0,0.0,0.0,270.0,2.0,23.0,Jose HerreraArgentinos Juniors
Argentine Primera División,Argentinos Juniors,Sebastian Prieto,ar ARG,DF,32-058,10.6,670.0,574.0,96.0,6.0,0.0,3.0,26,90.0,0.0,0.0,0.0,0.0,505.0,0.0,20.0,Sebastian PrietoArgentinos Juniors
Argentine Primera División,Argentinos Juniors,Roman Vega,ar ARG,"DF,MF",21-156,7.9,481.0,423.0,58.0,7.0,1.0,5.0,52,51.0,0.0,0.0,0.0,0.0,380.0,0.0,14.0,Roman VegaArgentinos Juniors
Argentine Primera División,Argentinos Juniors,Emiliano Viveros,ar ARG,"FW,MF",22-249,4.7,233.0,216.0,15.0,6.0,1.0,0.0,18,1.0,8.0,3.0,4.0,0.0,189.0,2.0,6.0,Emiliano ViverosArgentinos Juniors
Argentine Primera División,Argentinos Juniors,Juan Cardozo,py PAR,MF,21-102,1.3,112.0,110.0,2.0,2.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,2.0,Juan CardozoArgentinos Juniors
Argentine Primera División,Argentinos Juniors,Tobias Palacio,ar ARG,DF,18-207,1.3,85.0,83.0,2.0,2.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,Tobias PalacioArgentinos Juniors
Argentine Primera División,Argentinos Juniors,Lucas Gomez,ar ARG,MF,20-354,2.6,169.0,162.0,5.0,4.0,0.0,3.0,2,1.0,0.0,0.0,0.0,0.0,145.0,2.0,3.0,Lucas GomezArgentinos Juniors
Argentine Primera División,Argentinos Juniors,Ismael Sosa,ar ARG,"FW,MF",38-139,2.5,94.0,89.0,5.0,1.0,0.0,1.0,10,0.0,2.0,2.0,0.0,0.0,64.0,0.0,2.0,Ismael SosaArgentinos Juniors
Argentine Primera División,Argentinos Juniors,Santiago Rodriguez,ar ARG,"MF,FW",27-287,1.9,86.0,72.0,13.0,7.0,0.0,1.0,14,2.0,4.0,3.0,1.0,0.0,60.0,1.0,2.0,Santiago RodriguezArgentinos Juniors
Argentine Primera División,Argentinos Juniors,Ruben Bentancourt,uy URU,FW,32-096,1.1,24.0,22.0,2.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,Ruben BentancourtArgentinos Juniors
Argentine Primera División,Argentinos Juniors,Manuel Brondo,ar ARG,"FW,MF",23-101,0.7,9.0,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,Manuel BrondoArgentinos Juniors
Argentine Primera División,Argentinos Juniors,Cristian Ferreira,ar ARG,"FW,MF",25-267,0.5,21.0,17.0,4.0,4.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,Cristian FerreiraArgentinos Juniors
Argentine Primera División,Argentinos Juniors,Kevin Coronel,ar ARG,DF,20-299,0.3,32.0,26.0,6.0,0.0,0.0,0.0,5,6.0,0.0,0.0,0.0,0.0,21.0,0.0,2.0,Kevin CoronelArgentinos Juniors
Argentine Primera División,Argentinos Juniors,Ariel Gamarra,py PAR,"DF,MF",22-100,0.3,12.0,10.0,2.0,1.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,Ariel GamarraArgentinos Juniors
Argentine Primera División,Argentinos Juniors,Diego Porcel,ar ARG,FW,20-136,0.3,6.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,Diego PorcelArgentinos Juniors
Argentine Primera División,Argentinos Juniors,Nicolas Cordero,ar ARG,FW,26-056,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Nicolas CorderoArgentinos Juniors
Argentine Primera División,Argentinos Juniors,Joaquin Ardaiz,uy URU,"FW,MF",26-146,0.1,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Joaquin ArdaizArgentinos Juniors
Argentine Primera División,Argentinos Juniors,Mateo Antoni,uy URU,MF,22-045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mateo AntoniArgentinos Juniors
Argentine Primera División,Argentinos Juniors,Opponent Total,,,27.6,16.0,5504.0,4744.0,735.0,199.0,7.0,26.0,224,300.0,54.0,13.0,35.0,0.0,3866.0,25.0,152.0,Opponent TotalArgentinos Juniors
Argentine Primera División,Boca Juniors,Agustin Marchesin,ar ARG,GK,37-082,14.0,391.0,220.0,171.0,50.0,0.0,2.0,0,1.0,0.0,0.0,0.0,0.0,309.0,0.0,0.0,Agustin MarchesinBoca Juniors
Argentine Primera División,Boca Juniors,Carlos Palacios,cl CHI,MF,24-321,10.8,529.0,479.0,47.0,23.0,2.0,5.0,24,4.0,19.0,4.0,10.0,0.0,424.0,3.0,7.0,Carlos PalaciosBoca Juniors
Argentine Primera División,Boca Juniors,Lautaro Blanco,ar ARG,DF,26-107,10.8,668.0,564.0,102.0,4.0,0.0,2.0,72,94.0,4.0,0.0,2.0,0.0,495.0,2.0,17.0,Lautaro BlancoBoca Juniors
Argentine Primera División,Boca Juniors,Marcos Rojo,ar ARG,DF,35-078,9.5,638.0,616.0,20.0,19.0,0.0,2.0,0,1.0,0.0,0.0,0.0,0.0,563.0,2.0,2.0,Marcos RojoBoca Juniors
Argentine Primera División,Boca Juniors,Tomas Belmonte,ar ARG,MF,27-010,9.5,384.0,382.0,2.0,2.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,332.0,0.0,11.0,Tomas BelmonteBoca Juniors
Argentine Primera División,Boca Juniors,Milton Delgado,ar ARG,MF,19-355,9.4,509.0,494.0,12.0,11.0,1.0,5.0,0,1.0,0.0,0.0,0.0,0.0,451.0,3.0,10.0,Milton DelgadoBoca Juniors
Argentine Primera División,Boca Juniors,Edinson Cavani,uy URU,FW,38-112,9.2,155.0,140.0,14.0,0.0,1.0,4.0,2,1.0,0.0,0.0,0.0,0.0,123.0,1.0,6.0,Edinson CavaniBoca Juniors
Argentine Primera División,Boca Juniors,Rodrigo Battaglia,ar ARG,"DF,MF",33-329,10.1,568.0,536.0,31.0,30.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,484.0,1.0,5.0,Rodrigo BattagliaBoca Juniors
Argentine Primera División,Boca Juniors,Kevin Zenon,ar ARG,MF,23-311,9.2,430.0,383.0,46.0,17.0,0.0,6.0,61,8.0,21.0,9.0,9.0,0.0,295.0,1.0,19.0,Kevin ZenonBoca Juniors
Argentine Primera División,Boca Juniors,Milton Gimenez,ar ARG,FW,28-298,8.4,101.0,94.0,7.0,0.0,2.0,4.0,3,1.0,0.0,0.0,0.0,0.0,72.0,0.0,3.0,Milton GimenezBoca Juniors
Argentine Primera División,Boca Juniors,Luis Advincula,pe PER,DF,35-096,8.3,420.0,330.0,90.0,9.0,0.0,5.0,20,80.0,0.0,0.0,0.0,0.0,354.0,0.0,7.0,Luis AdvinculaBoca Juniors
Argentine Primera División,Boca Juniors,Lautaro Di Lollo,ar ARG,DF,21-088,8.0,474.0,456.0,16.0,15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,414.0,2.0,2.0,Lautaro Di LolloBoca Juniors
Argentine Primera División,Boca Juniors,Lucas Blondel,ch SUI,"DF,MF",28-265,6.1,324.0,284.0,37.0,2.0,0.0,5.0,15,35.0,0.0,0.0,0.0,0.0,237.0,3.0,9.0,Lucas BlondelBoca Juniors
Argentine Primera División,Boca Juniors,Alan Velasco,ar ARG,"MF,FW",22-314,5.6,224.0,203.0,19.0,7.0,0.0,8.0,18,2.0,10.0,6.0,3.0,0.0,176.0,2.0,6.0,Alan VelascoBoca Juniors
Argentine Primera División,Boca Juniors,Miguel Merentiel,uy URU,FW,29-102,7.2,158.0,147.0,9.0,1.0,4.0,5.0,6,1.0,2.0,0.0,1.0,0.0,117.0,2.0,3.0,Miguel MerentielBoca Juniors
Argentine Primera División,Boca Juniors,Ayrton Costa,ar ARG,DF,25-329,7.1,284.0,267.0,17.0,13.0,0.0,3.0,1,4.0,0.0,0.0,0.0,0.0,241.0,0.0,7.0,Ayrton CostaBoca Juniors
Argentine Primera División,Boca Juniors,Exequiel Zeballos,ar ARG,"FW,MF",23-043,6.4,173.0,160.0,13.0,1.0,0.0,1.0,21,4.0,7.0,2.0,3.0,0.0,128.0,0.0,9.0,Exequiel ZeballosBoca Juniors
Argentine Primera División,Boca Juniors,William Alarcon,cl CHI,MF,24-198,4.9,227.0,206.0,19.0,11.0,1.0,1.0,12,2.0,6.0,1.0,5.0,0.0,188.0,2.0,4.0,William AlarconBoca Juniors
Argentine Primera División,Boca Juniors,Marcelo Saracchi,uy URU,"DF,MF",27-044,4.0,196.0,165.0,31.0,1.0,0.0,0.0,15,30.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,Marcelo SaracchiBoca Juniors
Argentine Primera División,Boca Juniors,Ander Herrera,es ESP,MF,35-296,2.8,209.0,201.0,8.0,7.0,2.0,1.0,5,1.0,0.0,0.0,0.0,0.0,179.0,0.0,5.0,Ander HerreraBoca Juniors
Argentine Primera División,Boca Juniors,Camilo Rey,ar ARG,MF,19-088,3.4,175.0,171.0,3.0,3.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,152.0,1.0,1.0,Camilo ReyBoca Juniors
Argentine Primera División,Boca Juniors,Juan Barinaga,ar ARG,DF,24-239,2.3,117.0,93.0,24.0,0.0,0.0,2.0,6,24.0,0.0,0.0,0.0,0.0,81.0,0.0,7.0,Juan BarinagaBoca Juniors
Argentine Primera División,Boca Juniors,Leandro Brey,ar ARG,GK,22-258,2.0,61.0,42.0,18.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,0.0,Leandro BreyBoca Juniors
Argentine Primera División,Boca Juniors,Brian Aguirre,ar ARG,FW,22-005,1.3,44.0,42.0,2.0,0.0,0.0,1.0,4,1.0,1.0,0.0,0.0,0.0,32.0,0.0,1.0,Brian AguirreBoca Juniors
Argentine Primera División,Boca Juniors,Lucas Janson,ar ARG,FW,30-294,1.2,32.0,31.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,23.0,0.0,3.0,Lucas JansonBoca Juniors
Argentine Primera División,Boca Juniors,Frank Fabra,co COL,DF,34-104,1.2,61.0,50.0,10.0,1.0,0.0,0.0,1,9.0,0.0,0.0,0.0,0.0,50.0,1.0,1.0,Frank FabraBoca Juniors
Argentine Primera División,Boca Juniors,Ignacio Miramon,ar ARG,"MF,FW",21-359,1.1,55.0,53.0,2.0,2.0,0.0,3.0,2,0.0,0.0,0.0,0.0,0.0,42.0,0.0,1.0,Ignacio MiramonBoca Juniors
Argentine Primera División,Boca Juniors,Mateo Mendia,ar ARG,DF,21-123,1.0,57.0,56.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,2.0,Mateo MendiaBoca Juniors
Argentine Primera División,Boca Juniors,Agustin Martegani,ar ARG,MF,25-017,0.6,21.0,18.0,3.0,2.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,Agustin MarteganiBoca Juniors
