Squad,Player,Rk,Nation,Pos,Comp,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,PlSqu
Osasuna,Jesus Areso,150,es ESP,DF,es La Liga,25,1999,34.2,53,38,31,14,8,39,56,69.6,17,26,4,22,8,61,92,0,Jesus AresoOsasuna
Getafe,David Arguelles,151,es ESP,MF,es La Liga,22,2002,0.1,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,David ArguellesGetafe
Southampton,Joe Aribo,152,ng NGA,"MF,DF",eng Premier League,28,1996,22.4,47,33,17,24,6,17,35,48.6,18,28,11,17,20,67,32,3,Joe AriboSouthampton
Southampton,Adam Armstrong,153,eng ENG,"FW,MF",eng Premier League,27,1997,13.9,12,3,2,7,3,3,14,21.4,11,6,1,5,3,15,8,0,Adam ArmstrongSouthampton
Everton,Harrison Armstrong,154,eng ENG,MF,eng Premier League,17,2007,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Harrison ArmstrongEverton
Osasuna,Jose Arnaiz,155,es ESP,"FW,MF",es La Liga,29,1995,1.5,7,5,3,3,1,4,7,57.1,3,2,0,2,5,12,1,0,Jose ArnaizOsasuna
Lille,Hakon Arnar Haraldsson,156,is ISL,"MF,FW",fr Ligue 1,21,2003,19.5,36,16,9,17,10,16,33,48.5,17,10,2,8,8,44,6,0,Hakon Arnar HaraldssonLille
Inter,Marko Arnautovic,157,at AUT,FW,it Serie A,35,1989,5.9,7,5,1,3,3,3,5,60.0,2,3,0,3,1,8,1,0,Marko ArnautovicInter
Wolfsburg,Maximilian Arnold,158,de GER,MF,de Bundesliga,30,1994,26.2,34,20,13,18,3,15,33,45.5,18,21,11,10,24,58,70,2,Maximilian ArnoldWolfsburg
Holstein Kiel,Jann-Fiete Arp,159,de GER,"FW,MF",de Bundesliga,24,2000,7.9,13,10,5,2,6,4,13,30.8,9,6,0,6,3,16,8,1,Jann-Fiete ArpHolstein Kiel
Betis,Sergio Arribas,160,es ESP,DF,es La Liga,21,2003,1.0,7,4,4,3,0,6,7,85.7,1,2,2,0,3,10,4,0,Sergio ArribasBetis
Bournemouth,Kepa Arrizabalaga,161,es ESP,GK,eng Premier League,29,1994,31.0,1,0,1,0,0,0,2,0.0,2,2,0,2,0,1,15,3,Kepa ArrizabalagaBournemouth
Leverkusen,Arthur,162,br BRA,DF,de Bundesliga,21,2003,8.4,14,11,3,9,2,5,10,50.0,5,8,0,8,9,23,29,0,ArthurLeverkusen
Mallorca,Takuma Asano,163,jp JPN,"FW,MF",es La Liga,29,1994,11.7,13,9,5,7,1,6,11,54.5,5,7,0,7,6,19,9,0,Takuma AsanoMallorca
Real Madrid,Raul Asencio,164,es ESP,DF,es La Liga,21,2003,18.6,22,16,18,4,0,10,13,76.9,3,11,6,5,16,38,88,2,Raul AsencioReal Madrid
Aston Villa,Marco Asensio,165,es ESP,MF,eng Premier League,28,1996,8.3,7,5,0,7,0,3,9,33.3,6,7,1,6,2,9,3,0,Marco AsensioAston Villa
Paris S-G,Marco Asensio,166,es ESP,"FW,MF",fr Ligue 1,28,1996,6.9,4,3,1,3,0,0,6,0.0,6,1,0,1,0,4,1,0,Marco AsensioParis S-G
Inter,Kristjan Asllani,167,al ALB,MF,it Serie A,22,2002,10.9,14,3,8,4,2,8,22,36.4,14,8,1,7,9,23,13,1,Kristjan AsllaniInter
Celta Vigo,Iago Aspas,168,es ESP,"FW,MF",es La Liga,36,1987,19.4,13,8,4,5,4,8,20,40.0,12,18,1,17,8,21,5,0,Iago AspasCelta Vigo
Girona,Yaser Asprilla,169,co COL,"FW,MF",es La Liga,20,2003,15.6,22,12,6,8,8,8,23,34.8,15,14,0,14,7,29,7,1,Yaser AsprillaGirona
Rennes,Lorenz Assignon,170,tg TOG,"DF,MF",fr Ligue 1,24,2000,26.2,49,27,25,22,2,19,43,44.2,24,20,3,17,25,74,74,0,Lorenz AssignonRennes
Nantes,Dehmaine Assoumani,171,fr FRA,"MF,FW",fr Ligue 1,19,2005,1.1,6,3,0,4,2,4,5,80.0,1,1,0,1,1,7,4,0,Dehmaine AssoumaniNantes
Reims,Valentin Atangana Edoa,172,fr FRA,MF,fr Ligue 1,18,2005,31.7,69,50,32,30,7,28,38,73.7,10,31,15,16,37,106,64,0,Valentin Atangana EdoaReims
Udinese,Arthur Atta,173,fr FRA,"MF,FW",it Serie A,21,2003,13.9,20,12,9,10,1,10,15,66.7,5,9,5,4,7,27,15,1,Arthur AttaUdinese
Freiburg,Noah Atubolu,174,de GER,GK,de Bundesliga,22,2002,25.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,13,4,Noah AtuboluFreiburg
Como,Emil Audero,175,id IDN,GK,it Serie A,27,1997,8.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,1,Emil AuderoComo
Cagliari,Tommaso Augello,176,it ITA,DF,it Serie A,29,1994,30.1,49,28,28,17,4,30,43,69.8,13,23,8,15,16,65,109,2,Tommaso AugelloCagliari
Inter,Carlos Augusto,177,br BRA,DF,it Serie A,25,1999,18.1,29,14,12,11,6,12,19,63.2,7,21,9,12,9,38,50,0,Carlos AugustoInter
Inter,Yann Aurel Bisseck,178,de GER,DF,it Serie A,23,2000,17.3,17,11,11,4,2,11,16,68.8,5,23,12,11,17,34,64,1,Yann Aurel BisseckInter
Tottenham,Brandon Austin,179,eng ENG,GK,eng Premier League,25,1999,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Brandon AustinTottenham
Betis,Ezequiel Avila,180,ar ARG,FW,es La Liga,30,1994,7.5,8,3,2,2,4,4,10,40.0,6,4,0,4,2,10,8,0,Ezequiel AvilaBetis
Nott'ham Forest,Taiwo Awoniyi,181,ng NGA,FW,eng Premier League,26,1997,4.6,6,3,0,3,3,4,5,80.0,1,1,0,1,0,6,7,0,Taiwo AwoniyiNott'ham Forest
Brighton,Yasin Ayari,182,se SWE,MF,eng Premier League,20,2003,21.8,59,32,15,31,13,26,56,46.4,30,24,6,18,20,79,26,0,Yasin AyariBrighton
Auxerre,Florian Aye,183,fr FRA,FW,fr Ligue 1,27,1997,6.4,2,2,0,0,2,0,2,0.0,2,7,0,7,7,9,6,0,Florian AyeAuxerre
Le Havre,Andre Ayew,184,gh GHA,FW,fr Ligue 1,34,1989,16.1,18,10,3,7,8,7,13,53.8,6,9,2,7,3,21,21,1,Andre AyewLe Havre
Crystal Palace,Jordan Ayew,185,gh GHA,"FW,MF",eng Premier League,32,1991,0.2,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,Jordan AyewCrystal Palace
Leicester City,Jordan Ayew,186,gh GHA,"FW,MF",eng Premier League,32,1991,18.2,27,15,8,14,5,7,23,30.4,16,21,2,19,12,39,19,0,Jordan AyewLeicester City
Lens,Neil El Aynaoui,187,fr FRA,MF,fr Ligue 1,23,2001,17.6,39,21,18,15,6,12,34,35.3,22,34,8,26,30,69,29,0,Neil El AynaouiLens
Dortmund,Ayman Azhil,188,ma MAR,MF,de Bundesliga,23,2001,0.3,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,Ayman AzhilDortmund
Valladolid,Adam Aznou,189,ma MAR,DF,es La Liga,18,2006,9.7,28,21,20,8,0,21,43,48.8,22,24,8,16,10,38,30,0,Adam AznouValladolid
Bayern Munich,Adam Aznou,190,ma MAR,DF,de Bundesliga,18,2006,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Adam AznouBayern Munich
Atletico Madrid,Cesar Azpilicueta,191,es ESP,DF,es La Liga,34,1989,9.7,25,14,12,9,4,17,23,73.9,6,10,2,8,5,30,32,0,Cesar AzpilicuetaAtletico Madrid
Cagliari,Paulo Azzi,192,br BRA,DF,it Serie A,30,1994,4.7,11,9,3,6,2,5,9,55.6,4,5,2,3,5,16,11,0,Paulo AzziCagliari
Bologna,Oussama El Azzouzi,193,ma MAR,MF,it Serie A,23,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,Oussama El AzzouziBologna
Girona,Papa Ba,194,es ESP,MF,es La Liga,19,2004,0.5,1,1,1,0,0,0,0,,0,1,0,1,0,1,1,0,Papa BaGirona
Toulouse,Shavy Babicka,195,ga GAB,"MF,FW",fr Ligue 1,24,2000,13.2,21,12,6,11,4,10,21,47.6,11,14,0,14,3,24,4,3,Shavy BabickaToulouse
Empoli,Jacopo Bacci,196,it ITA,MF,it Serie A,19,2005,0.3,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,1,0,Jacopo BacciEmpoli
Bochum,Aliou Badara Balde,197,gn GUI,"MF,FW",de Bundesliga,21,2002,1.0,1,1,1,0,0,0,0,,0,2,0,2,0,1,0,0,Aliou Badara BaldeBochum
Sevilla,Loic Bade,198,fr FRA,DF,es La Liga,24,2000,29.8,47,27,37,10,0,23,31,74.2,8,22,13,9,29,76,162,2,Loic BadeSevilla
Genoa,Milan Badelj,199,hr CRO,MF,it Serie A,35,1989,16.4,29,16,14,10,5,15,35,42.9,20,19,7,12,20,49,43,0,Milan BadeljGenoa
Chelsea,Benoit Badiashile,200,fr FRA,DF,eng Premier League,23,2001,3.7,9,6,5,4,0,4,5,80.0,1,2,2,0,6,15,12,2,Benoit BadiashileChelsea
Villarreal,Alex Baena,201,es ESP,"MF,FW",es La Liga,23,2001,28.8,28,15,6,14,8,10,39,25.6,29,29,2,27,22,50,22,2,Alex BaenaVillarreal
Valladolid,Juma Bah,202,sl SLE,DF,es La Liga,18,2006,9.6,10,7,7,3,0,3,5,60.0,2,15,8,7,12,22,60,0,Juma BahValladolid
Lens,Juma Bah,203,sl SLE,DF,fr Ligue 1,18,2006,7.6,16,10,6,10,0,5,7,71.4,2,10,7,3,17,33,47,1,Juma BahLens
Aston Villa,Leon Bailey,204,jm JAM,"FW,MF",eng Premier League,26,1997,12.7,7,5,2,3,2,3,11,27.3,8,6,0,6,3,10,12,0,Leon BaileyAston Villa
Villarreal,Eric Bailly,205,ci CIV,DF,es La Liga,30,1994,6.9,12,4,6,6,0,3,4,75.0,1,12,6,6,6,18,29,0,Eric BaillyVillarreal
Auxerre,Theo Bair,206,ca CAN,FW,fr Ligue 1,24,1999,10.4,4,3,1,2,1,0,2,0.0,2,6,2,4,3,7,10,0,Theo BairAuxerre
Las Palmas,Stefan Bajcetic,207,es ESP,"MF,DF",es La Liga,19,2004,10.8,29,14,13,13,3,12,28,42.9,16,25,4,21,15,44,26,1,Stefan BajceticLas Palmas
Betis,Cedric Bakambu,208,cd COD,FW,es La Liga,33,1991,7.9,6,4,0,5,1,3,7,42.9,4,13,2,11,0,6,5,0,Cedric BakambuBetis
Atalanta,Mitchel Bakker,209,nl NED,MF,it Serie A,24,2000,0.2,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Mitchel BakkerAtalanta
Lille,Mitchel Bakker,210,nl NED,"FW,DF",fr Ligue 1,24,2000,12.7,23,13,6,11,6,10,19,52.6,9,10,1,9,12,35,15,0,Mitchel BakkerLille
Marseille,Darryl Bakola,211,fr FRA,"DF,MF",fr Ligue 1,16,2007,0.2,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,Darryl BakolaMarseille
Wolfsburg,Ridle Baku,212,de GER,"FW,MF",de Bundesliga,26,1998,13.0,23,15,9,9,5,8,19,42.1,11,22,1,21,15,38,15,0,Ridle BakuWolfsburg
RB Leipzig,Ridle Baku,213,de GER,"DF,MF",de Bundesliga,26,1998,14.2,24,19,9,13,2,9,23,39.1,14,18,2,16,9,33,45,0,Ridle BakuRB Leipzig
Strasbourg,Dilane Bakwa,214,fr FRA,"MF,DF",fr Ligue 1,21,2002,27.7,26,14,11,8,7,12,24,50.0,12,21,1,20,15,41,27,0,Dilane BakwaStrasbourg
Roma,Tommaso Baldanzi,215,it ITA,"MF,FW",it Serie A,21,2003,9.2,12,4,5,4,3,4,12,33.3,8,4,0,4,6,18,8,0,Tommaso BaldanziRoma
Barcelona,Alejandro Balde,216,es ESP,DF,es La Liga,20,2003,25.4,18,10,10,5,3,11,17,64.7,6,24,5,19,5,23,27,0,Alejandro BaldeBarcelona
Monza,Keita Balde,217,sn SEN,FW,it Serie A,29,1995,7.1,1,1,0,1,0,1,2,50.0,1,4,0,4,2,3,0,0,Keita BaldeMonza
Brighton,Carlos Baleba,218,cm CMR,MF,eng Premier League,20,2004,29.6,79,46,26,37,16,48,80,60.0,32,47,11,36,46,125,44,1,Carlos BalebaBrighton
Marseille,Leonardo Balerdi,219,ar ARG,DF,fr Ligue 1,25,1999,25.3,54,39,32,17,5,27,47,57.4,20,25,14,11,38,92,72,4,Leonardo BalerdiMarseille
Rayo Vallecano,Ivan Balliu,220,al ALB,DF,es La Liga,32,1992,13.3,17,14,8,5,4,6,18,33.3,12,16,4,12,13,30,39,0,Ivan BalliuRayo Vallecano
Le Havre,Fode Ballo-Toure,221,sn SEN,"DF,MF",fr Ligue 1,27,1997,6.5,8,7,3,4,1,5,9,55.6,4,8,3,5,4,12,27,0,Fode Ballo-ToureLe Havre
Parma,Botond Balogh,222,hu HUN,DF,it Serie A,22,2002,22.8,36,16,22,13,1,20,28,71.4,8,34,26,8,25,61,141,2,Botond BaloghParma
Monaco,Folarin Balogun,223,us USA,FW,fr Ligue 1,23,2001,6.8,1,1,0,0,1,0,4,0.0,4,0,0,0,1,2,0,0,Folarin BalogunMonaco
Genoa,Mario Balotelli,224,it ITA,"FW,MF",it Serie A,33,1990,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Mario BalotelliGenoa
Angers,Abdoulaye Bamba,225,ci CIV,DF,fr Ligue 1,34,1990,16.8,22,12,17,4,1,14,19,73.7,5,14,8,6,19,41,79,0,Abdoulaye BambaAngers
Celta Vigo,Jonathan Bamba,226,ci CIV,"FW,MF",es La Liga,28,1996,9.0,12,7,4,6,2,5,12,41.7,7,6,0,6,5,17,6,0,Jonathan BambaCelta Vigo
Reims,Mohamed Bamba,227,ci CIV,MF,fr Ligue 1,19,2004,0.1,0,0,0,0,0,0,1,0.0,1,2,1,1,0,0,1,0,Mohamed BambaReims
Bochum,Samuel Bamba,228,de GER,"FW,MF",de Bundesliga,20,2004,0.3,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,Samuel BambaBochum
Lecce,Lameck Banda,229,zm ZAM,"FW,MF",it Serie A,23,2001,6.8,8,5,4,2,2,3,12,25.0,9,7,0,7,2,10,8,1,Lameck BandaLecce
Hellas Verona,Daniel Bandeira,230,pt POR,MF,it Serie A,24,2000,4.5,4,0,1,3,0,3,6,50.0,3,2,1,1,6,10,8,0,Daniel BandeiraHellas Verona
Genoa,Mattia Bani,231,it ITA,DF,it Serie A,30,1993,16.7,19,10,11,6,2,7,11,63.6,4,13,8,5,22,41,85,2,Mattia BaniGenoa
Augsburg,Noahkai Banks,232,us USA,DF,de Bundesliga,17,2006,3.1,11,5,6,4,1,3,7,42.9,4,4,1,3,5,16,28,0,Noahkai BanksAugsburg
St. Pauli,Scott Banks,233,sct SCO,"FW,MF",de Bundesliga,22,2001,1.3,1,1,1,0,0,0,2,0.0,2,0,0,0,2,3,2,0,Scott BanksSt. Pauli
Valladolid,Adrian Baquerin,234,es ESP,FW,es La Liga,17,2007,0.5,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,Adrian BaquerinValladolid
Fiorentina,Antonin Barak,235,cz CZE,MF,it Serie A,29,1994,0.6,2,0,0,2,0,0,2,0.0,2,1,1,0,0,2,0,0,Antonin BarakFiorentina
Como,Federico Barba,236,it ITA,DF,it Serie A,30,1993,4.8,2,2,1,1,0,1,4,25.0,3,2,2,0,4,6,15,0,Federico BarbaComo
Sevilla,Valentin Barco,237,ar ARG,"DF,FW",es La Liga,20,2004,3.2,15,9,8,3,4,12,15,80.0,3,0,0,0,2,17,5,0,Valentin BarcoSevilla
Strasbourg,Valentin Barco,238,ar ARG,"MF,DF",fr Ligue 1,20,2004,12.9,36,22,24,10,2,22,30,73.3,8,8,3,5,13,49,28,1,Valentin BarcoStrasbourg
Paris S-G,Bradley Barcola,239,fr FRA,FW,fr Ligue 1,21,2002,24.2,27,17,10,8,9,8,31,25.8,23,25,2,23,19,46,12,0,Bradley BarcolaParis S-G
Nice,Melvin Bard,240,fr FRA,"DF,MF",fr Ligue 1,23,2000,21.5,53,36,35,13,5,24,42,57.1,18,38,13,25,29,82,60,3,Melvin BardNice
Inter,Nicolo Barella,241,it ITA,MF,it Serie A,27,1997,27.3,50,31,19,20,11,26,59,44.1,33,26,3,23,12,62,16,1,Nicolo BarellaInter
Montpellier,Gabriel Bares,242,ch SUI,"MF,DF",fr Ligue 1,23,2000,0.6,2,2,2,0,0,1,2,50.0,1,0,0,0,1,3,3,0,Gabriel BaresMontpellier
Leganes,Borna Barisic,243,hr CRO,DF,es La Liga,31,1992,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Borna BarisicLeganes
Lyon,Teo Barisic,244,fr FRA,DF,fr Ligue 1,19,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Teo BarisicLyon
Osasuna,Kike Barja,245,es ESP,"FW,MF",es La Liga,27,1997,3.5,5,4,1,3,1,2,4,50.0,2,5,0,5,3,8,4,0,Kike BarjaOsasuna
Aston Villa,Ross Barkley,246,eng ENG,MF,eng Premier League,30,1993,6.5,14,3,4,10,0,9,14,64.3,5,9,3,6,10,24,5,0,Ross BarkleyAston Villa
Mainz 05,Aymen Barkok,247,ma MAR,MF,de Bundesliga,26,1998,0.8,2,1,1,1,0,1,1,100.0,0,1,1,0,2,4,0,0,Aymen BarkokMainz 05
Newcastle Utd,Harvey Barnes,248,eng ENG,FW,eng Premier League,26,1997,19.5,16,9,4,6,6,3,11,27.3,8,8,2,6,6,22,15,1,Harvey BarnesNewcastle Utd
Valencia,Enzo Barrenechea,249,ar ARG,MF,es La Liga,23,2001,24.3,57,30,22,29,6,32,46,69.6,14,30,8,22,28,85,48,1,Enzo BarrenecheaValencia
Real Sociedad,Ander Barrenetxea,250,es ESP,"MF,FW",es La Liga,22,2001,14.0,26,19,7,14,5,6,23,26.1,17,15,0,15,11,37,16,1,Ander BarrenetxeaReal Sociedad
Atletico Madrid,Pablo Barrios,251,es ESP,MF,es La Liga,21,2003,25.9,46,26,23,20,3,23,47,48.9,24,18,5,13,34,80,33,9,Pablo BarriosAtletico Madrid
Villarreal,Thierno Barry,252,fr FRA,FW,es La Liga,21,2002,25.8,11,8,2,5,4,4,10,40.0,6,15,2,13,0,11,19,0,Thierno BarryVillarreal
Milan,Davide Bartesaghi,253,it ITA,DF,it Serie A,18,2005,1.3,4,2,1,1,2,4,4,100.0,0,1,1,0,3,7,1,0,Davide BartesaghiMilan
Betis,Marc Bartra,254,es ESP,DF,es La Liga,33,1991,23.3,33,19,20,13,0,15,26,57.7,11,41,25,16,33,66,148,0,Marc BartraBetis
Lecce,Federico Baschirotto,255,it ITA,DF,it Serie A,27,1996,38.0,37,25,30,5,2,22,28,78.6,6,44,32,12,23,60,237,2,Federico BaschirottoLecce
Como,Daniele Baselli,256,it ITA,MF,it Serie A,32,1992,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,Daniele BaselliComo
Fulham,Calvin Bassey,257,ng NGA,DF,eng Premier League,24,1999,34.2,54,34,35,19,0,22,31,71.0,9,40,17,23,20,74,118,8,Calvin BasseyFulham
Las Palmas,Aboubacar Bassinga,258,ci CIV,MF,es La Liga,19,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Aboubacar BassingaLas Palmas
Inter,Alessandro Bastoni,259,it ITA,DF,it Serie A,25,1999,25.9,46,23,26,14,6,20,30,66.7,10,25,13,12,21,67,52,1,Alessandro BastoniInter
Rayo Vallecano,Augusto Batalla,260,ar ARG,GK,es La Liga,28,1996,32.0,4,2,4,0,0,4,6,66.7,2,0,0,0,0,4,15,4,Augusto BatallaRayo Vallecano
Eint Frankfurt,Michy Batshuayi,261,be BEL,FW,de Bundesliga,30,1993,3.3,1,1,1,0,0,1,1,100.0,0,2,0,2,1,2,0,0,Michy BatshuayiEint Frankfurt
Saint-Etienne,Dylan Batubinsika,262,cd COD,DF,fr Ligue 1,28,1996,22.4,26,13,19,6,1,13,22,59.1,9,23,14,9,39,65,140,3,Dylan BatubinsikaSaint-Etienne
Augsburg,Maximilian Bauer,263,de GER,DF,de Bundesliga,24,2000,7.3,14,8,5,7,2,9,14,64.3,5,10,4,6,6,20,35,1,Maximilian BauerAugsburg
Hoffenheim,Oliver Baumann,264,de GER,GK,de Bundesliga,34,1990,28.0,2,2,2,0,0,2,4,50.0,2,0,0,0,0,2,15,2,Oliver BaumannHoffenheim
RB Leipzig,Christoph Baumgartner,265,at AUT,MF,de Bundesliga,24,1999,17.9,44,28,13,19,12,17,42,40.5,25,45,9,36,12,56,24,2,Christoph BaumgartnerRB Leipzig
Espanyol,Rafael Bauza,266,es ESP,MF,es La Liga,19,2005,2.0,5,3,3,1,1,4,7,57.1,3,3,1,2,0,5,5,0,Rafael BauzaEspanyol
Manchester Utd,Altay Bayindir,267,tr TUR,GK,eng Premier League,26,1998,4.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,9,1,Altay BayindirManchester Utd
Hoffenheim,Ihlas Bebou,268,tg TOG,MF,de Bundesliga,30,1994,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ihlas BebouHoffenheim
Heidenheim,Adrian Beck,269,de GER,"MF,FW",de Bundesliga,27,1997,17.8,36,17,18,12,6,12,35,34.3,23,31,2,29,9,45,17,0,Adrian BeckHeidenheim
Real Sociedad,Sheraldo Becker,270,sr SUR,"FW,MF",es La Liga,29,1995,11.1,3,2,0,3,0,0,2,0.0,2,4,0,4,1,4,10,0,Sheraldo BeckerReal Sociedad
Holstein Kiel,Timo Becker,271,de GER,DF,de Bundesliga,27,1997,27.2,53,33,39,9,5,34,46,73.9,12,30,17,13,17,70,110,1,Timo BeckerHolstein Kiel
Southampton,Jan Bednarek,272,pl POL,DF,eng Premier League,28,1996,28.1,36,19,23,13,0,16,31,51.6,15,47,36,11,56,92,190,5,Jan BednarekSouthampton
Girona,Donny van de Beek,273,nl NED,MF,es La Liga,27,1997,15.8,29,18,17,7,5,13,26,50.0,13,19,3,16,10,39,12,0,Donny van de BeekGirona
Hoffenheim,Hannes Behrens,274,de GER,DF,de Bundesliga,,,0.3,1,1,0,1,0,0,0,,0,1,0,1,2,3,0,0,Hannes BehrensHoffenheim
Wolfsburg,Kevin Behrens,275,de GER,FW,de Bundesliga,33,1991,1.9,1,1,0,1,0,0,1,0.0,1,0,0,0,1,2,2,0,Kevin BehrensWolfsburg
Dortmund,Maximilian Beier,276,de GER,"FW,MF",de Bundesliga,21,2002,17.7,25,16,8,11,6,12,31,38.7,19,15,1,14,7,32,14,1,Maximilian BeierDortmund
Real Sociedad,Luken Beitia,277,es ESP,DF,es La Liga,20,2004,0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0,Luken BeitiaReal Sociedad
Getafe,Ismael Bekhoucha,278,ma MAR,"MF,DF",es La Liga,19,2004,0.8,1,1,1,0,0,1,2,50.0,1,2,1,1,2,3,2,0,Ismael BekhouchaGetafe
Hellas Verona,Reda Belahyane,279,ma MAR,MF,it Serie A,20,2004,18.4,36,26,16,13,7,13,17,76.5,4,20,9,11,10,46,22,1,Reda BelahyaneHellas Verona
Lazio,Reda Belahyane,280,ma MAR,MF,it Serie A,20,2004,2.2,8,6,8,0,0,6,6,100.0,0,3,2,1,1,9,5,0,Reda BelahyaneLazio
Angers,Haris Belkebla,281,dz ALG,MF,fr Ligue 1,30,1994,19.9,56,38,38,15,3,26,45,57.8,19,30,9,21,35,91,46,1,Haris BelkeblaAngers
Angers,Yassin Belkhdim,282,fr FRA,MF,fr Ligue 1,22,2002,16.9,53,27,26,21,6,27,58,46.6,31,23,6,17,21,74,41,1,Yassin BelkhdimAngers
Mainz 05,Stefan Bell,283,de GER,DF,de Bundesliga,32,1991,16.0,22,12,16,6,0,9,14,64.3,5,16,14,2,28,50,107,1,Stefan BellMainz 05
Southampton,Armel Bella Kotchap,284,de GER,DF,eng Premier League,22,2001,3.7,7,5,5,2,0,3,6,50.0,3,2,2,0,5,12,21,1,Armel Bella KotchapSouthampton
Torino,Raoul Bellanova,285,it ITA,DF,it Serie A,24,2000,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0,Raoul BellanovaTorino
Atalanta,Raoul Bellanova,286,it ITA,DF,it Serie A,24,2000,26.7,24,14,8,13,3,13,21,61.9,8,12,3,9,18,42,45,0,Raoul BellanovaAtalanta
Wolves,Jean-Ricner Bellegarde,287,fr FRA,"MF,FW",eng Premier League,26,1998,18.6,39,24,17,19,3,14,20,70.0,6,19,3,16,10,49,18,1,Jean-Ricner BellegardeWolves
Betis,Hector Bellerin,288,es ESP,DF,es La Liga,29,1995,6.4,13,7,7,4,2,10,17,58.8,7,5,3,2,6,19,21,0,Hector BellerinBetis
Real Madrid,Jude Bellingham,289,eng ENG,MF,es La Liga,21,2003,27.6,61,33,20,27,14,28,42,66.7,14,37,2,35,28,89,23,1,Jude BellinghamReal Madrid
Leverkusen,Jeanuel Belocian,290,fr FRA,"DF,MF",de Bundesliga,19,2005,0.8,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0,Jeanuel BelocianLeverkusen
Como,Andrea Belotti,291,it ITA,FW,it Serie A,30,1993,6.6,7,5,1,4,2,1,4,25.0,3,4,0,4,1,8,8,0,Andrea BelottiComo
Celta Vigo,Fran Beltran,292,es ESP,MF,es La Liga,25,1999,26.9,50,35,24,21,5,24,56,42.9,32,26,6,20,26,76,34,4,Fran BeltranCelta Vigo
Fiorentina,Lucas Beltran,293,ar ARG,"FW,MF",it Serie A,23,2001,20.7,23,10,10,7,6,7,21,33.3,14,15,2,13,5,28,14,0,Lucas BeltranFiorentina
Monaco,Eliesse Ben Seghir,294,ma MAR,"MF,FW",fr Ligue 1,19,2005,19.4,31,22,12,12,7,18,32,56.3,14,20,0,20,13,44,4,0,Eliesse Ben SeghirMonaco
Alaves,Carlos Benavidez,295,uy URU,MF,es La Liga,26,1998,5.4,19,14,10,6,3,6,11,54.5,5,5,2,3,8,27,14,1,Carlos BenavidezAlaves
Parma,Adrian Benedyczak,296,pl POL,"FW,MF",it Serie A,23,2000,2.4,0,0,0,0,0,0,1,0.0,1,3,1,2,0,0,8,0,Adrian BenedyczakParma
Union Berlin,Laszlo Benes,297,sk SVK,"MF,FW",de Bundesliga,26,1997,6.5,2,2,1,1,0,1,3,33.3,2,5,1,4,3,5,9,0,Laszlo BenesUnion Berlin
Osasuna,Iker Benito,298,es ESP,"FW,MF",es La Liga,21,2002,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,2,0,Iker BenitoOsasuna
Milan,Ismael Bennacer,299,dz ALG,MF,it Serie A,26,1997,3.3,5,4,1,3,1,1,7,14.3,6,5,3,2,3,8,1,0,Ismael BennacerMilan
Marseille,Ismael Bennacer,300,dz ALG,MF,fr Ligue 1,26,1997,7.2,21,10,8,12,1,12,18,66.7,6,6,0,6,10,31,2,1,Ismael BennacerMarseille
Lyon,Said Benrahma,301,dz ALG,"FW,MF",fr Ligue 1,28,1995,8.2,9,5,4,4,1,3,10,30.0,7,6,0,6,3,12,2,0,Said BenrahmaLyon
Dortmund,Ramy Bensebaini,302,dz ALG,DF,de Bundesliga,29,1995,22.5,51,25,25,18,8,33,51,64.7,18,42,9,33,33,84,86,1,Ramy BensebainiDortmund
